Column1,Name,Description,Type,Reference,Sports,Spiritual,
1105,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147629,0,1,
1106,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250221,0,1,
1107,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250487,0,0,
1108,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170941,0,1,
1109,Judy & Caleb's Upperclassman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2172250,0,1,
1110,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147495,0,1,
1111,KitabConnect HYBRID,"Religious/Spiritual, Muslim",Events,https://dukegroups.com/rsvp?id=2147449,0,1,
1112,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171936,0,1,
1113,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250533,0,1,
1114,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147496,0,1,
1115,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170974,0,1,
1116,DMV Drop-Offs,"Social, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169910,0,0,
1117,DMV Drop-Offs,"Social, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2250236,0,0,
1118,Large group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2175621,0,1,
1119,DISCON Day #1,Panel/Seminar/Colloqium,Events,https://dukegroups.com/rsvp?id=2248349,0,0,
1120,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172927,0,0,
1121,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229657,0,0,
1122,DISCON Day #2,Panel/Seminar/Colloqium,Events,https://dukegroups.com/rsvp?id=2248383,0,0,
1123,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172928,0,0,
1124,DISCON Day #3,Panel/Seminar/Colloqium,Events,https://dukegroups.com/rsvp?id=2248392,0,0,
1125,TASA Lunar New Year Celebration,"Multicultural/Identity, Cultural, Social",Events,https://dukegroups.com/rsvp?id=2250685,0,0,
1126,Academy of St Martin-in-the-Fields Winds Ensemble,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185941,0,0,
1127,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147630,0,1,
1128,DISCON Day #4,Panel/Seminar/Colloqium,Events,https://dukegroups.com/rsvp?id=2248399,0,0,
1129,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230882,0,0,
1130,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230893,0,0,
1131,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250222,0,1,
1132,Super Bowl Watch Party,"Social, Religious",Events,https://dukegroups.com/rsvp?id=2224602,1,1,
1133,Social Security Drop-Offs,"Social, Caribbean, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169832,0,0,
1134,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250486,0,0,
1135,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170942,0,1,
1136,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147497,0,1,
1137,KitabConnect HYBRID,"Religious/Spiritual, Muslim",Events,https://dukegroups.com/rsvp?id=2147450,0,1,
1138,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171937,0,1,
1139,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250534,0,1,
1140,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147498,0,1,
1141,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170975,0,1,
1142,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172929,0,0,
1143,Large Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2155547,0,1,
1144,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229658,0,0,
1145,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172930,0,0,
1146,Dianne McIntyre Group: In the Same Tongue,"Concert/Music, Dance",Events,https://dukegroups.com/rsvp?id=2185942,0,0,
1147,Dianne McIntyre Group: In the Same Tongue,"Concert/Music, Dance",Events,https://dukegroups.com/rsvp?id=2185944,0,0,
1148,The Ciompi Quartet: Night Music,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185947,0,0,
1149,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147631,0,1,
1150,The Marian Consort,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185951,0,0,
1151,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250223,0,1,
1152,ASA Converge Showcase Tech Rehearsal,"Multicultural/Identity, A Capella, Art, Asian American, Cultural, Dance, Theatre",Events,https://dukegroups.com/rsvp?id=2247884,0,0,
1153,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250493,0,0,
1154,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170943,0,1,
1155,Judy & Caleb's Upperclassman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2172251,0,1,
1156,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147499,0,1,
1157,KitabConnect HYBRID,"Religious/Spiritual, Muslim",Events,https://dukegroups.com/rsvp?id=2147451,0,1,
1158,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171938,0,1,
1159,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250535,0,1,
1160,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147500,0,1,
1161,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170976,0,1,
1162,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172931,0,0,
1163,Large Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2155548,0,1,
1164,An Evening with Gregory Porter at DPAC,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185956,0,0,
1165,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229659,0,0,
1166,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172932,0,0,
1167,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147632,0,1,
1168,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230883,0,0,
1169,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230894,0,0,
1170,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250224,0,1,
1171,Social Security Drop-Offs,"Social, Caribbean, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169833,0,0,
1172,ASA Converge Showcase Dress Rehearsals,Multicultural/Identity,Events,https://dukegroups.com/rsvp?id=2247963,0,0,
1173,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250492,0,0,
1174,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170944,0,1,
1175,Judy & Caleb's Upperclassman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2172252,0,1,
1176,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147501,0,1,
1177,KitabConnect HYBRID,"Religious/Spiritual, Muslim",Events,https://dukegroups.com/rsvp?id=2147452,0,1,
1178,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171939,0,1,
1179,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250536,0,1,
1180,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147502,0,1,
1181,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170977,0,1,
1182,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172933,0,0,
1183,All of the Above Performances,"Multicultural/Identity, Identity, Performance, Theatre",Events,https://dukegroups.com/rsvp?id=2249760,0,0,
1184,Large Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2155549,0,1,
1185,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229660,0,0,
1186,Global Cafe,"Social, Environment, Graduate Students, Social, Undergraduate Students, Wellness",Events,https://dukegroups.com/rsvp?id=2237533,0,0,
1187,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172934,0,0,
1188,ASA Converge Showcase 2024 (Performance #1),"Multicultural/Identity, A Capella, Art, Asian American, Cultural, Dance, History",Events,https://dukegroups.com/rsvp?id=2247964,0,0,
1189,ASA Converge Showcase 2024 (Performance #2),Multicultural/Identity,Events,https://dukegroups.com/rsvp?id=2247968,0,0,
1190,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147633,0,1,
1191,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250225,0,1,
1192,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250496,0,0,
1193,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170945,0,1,
1194,Judy & Caleb's Upperclassman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2172253,0,1,
1195,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171940,0,1,
1196,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250537,0,1,
1197,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170978,0,1,
1198,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172935,0,0,
1199,Large Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2155550,0,1,
1200,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229661,0,0,
1201,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172936,0,0,
1202,Benjamin Grosvenor,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185959,0,0,
1203,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147634,0,1,
1204,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230884,0,0,
1205,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230895,0,0,
1206,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250226,0,1,
1207,Social Security Drop-Offs,"Social, Caribbean, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169835,0,0,
1208,Judy & Caleb's Upperclassman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2172254,0,1,
1209,DMV Drop-Offs,"Social, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169911,0,0,
1210,DMV Drop-Offs,"Social, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2250237,0,0,
1211,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172937,0,0,
1212,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172938,0,0,
1213,Fauré Piano Quartett,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185963,0,0,
1214,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147635,0,1,
1215,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250227,0,1,
1216,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250495,0,0,
1217,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170946,0,1,
1218,Judy & Caleb's Upperclassman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2172255,0,1,
1219,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171941,0,1,
1220,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250538,0,1,
1221,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170979,0,1,
1222,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172939,0,0,
1223,Large Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2155551,0,1,
1224,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229662,0,0,
1225,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172940,0,0,
1226,Kings Return,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185968,0,0,
1227,China Leadership Summit,Panel/Seminar/Colloqium,Events,https://dukegroups.com/rsvp?id=2249708,0,0,
1228,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147636,0,1,
1229,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230885,0,0,
1230,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230896,0,0,
1231,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250228,0,1,
1232,Social Security Drop-Offs,"Social, Caribbean, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169836,0,0,
1233,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250494,0,0,
1234,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170947,0,1,
1235,Judy & Caleb's Upperclassman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2172256,0,1,
1236,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171942,0,1,
1237,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250539,0,1,
1238,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170980,0,1,
1239,On Beckett,"Student, Comedy, Performance",Events,https://dukegroups.com/rsvp?id=2185971,0,0,
1240,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172941,0,0,
1241,Large Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2155552,0,1,
1242,On Beckett,"Student, Comedy, Performance",Events,https://dukegroups.com/rsvp?id=2185974,0,0,
1243,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229663,0,0,
1244,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172942,0,0,
1245,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147637,0,1,
1246,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250229,0,1,
1247,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250491,0,0,
1248,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170948,0,1,
1249,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171943,0,1,
1250,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250540,0,1,
1251,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170981,0,1,
1252,Songs in Flight,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185980,0,0,
1253,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172943,0,0,
1254,Large Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2155553,0,1,
1255,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229665,0,0,
1256,Global Cafe,"Social, Environment, Graduate Students, Social, Undergraduate Students, Wellness",Events,https://dukegroups.com/rsvp?id=2237534,0,0,
1257,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172944,0,0,
1258,Resonance,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185982,0,0,
1259,Apollo5,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185988,0,0,
1260,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147638,0,1,
1261,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230886,0,0,
